00130002     	222401	7	Group 7 - FII	19	Standard	46.97	453.55	.00	.00	.00	3.17	490.52	29.43	500.52	503.69	USD   
00130002     	222401	8	Group 8 - NAC	21	Standard Marketing Fund	46.97	453.55	.00	.00	.00	3.17	490.52	9.81	500.52	503.69	USD   
00140002     	170901	7	Group 7 - FII	13	Standard	1293.01	77.02	.00	.00	.00	90.51	1370.03	82.20	1370.03	1460.54	USD   
00140002     	170901	8	Group 8 - NAC	15	Standard Marketing Fund	1293.01	77.02	.00	.00	.00	90.51	1370.03	27.40	1370.03	1460.54	USD   
00150002     	160802	7	Group 7 - FII	15	Standard	3912.74	575.00	.00	.00	.00	348.24	4487.74	269.26	4487.74	4835.98	USD   
00150002     	160802	8	Group 8 - NAC	18	Standard Marketing Fund	3912.74	575.00	.00	.00	.00	348.24	4487.74	89.75	4487.74	4835.98	USD   
00160002     	10303	7	Group 7 - FII	17	Standard	4267.79	1990.72	750.00	.00	.00	341.44	5406.51	324.39	5508.51	6599.95	USD   
00160002     	10303	7	Group 7 - FII	18	Exempt	3028.89	750.00	750.00	.00	.00	242.32	750.00	.00	3028.89	4021.21	USD   
00160002     	10303	8	Group 8 - NAC	21	Standard Marketing Fund	4267.79	1990.72	750.00	.00	.00	341.44	5406.51	108.13	5508.51	6599.95	USD   
00160002     	10303	8	Group 8 - NAC	22	Exempt	3028.89	750.00	750.00	.00	.00	242.32	750.00	.00	3028.89	4021.21	USD   
00170002     	130302	7	Group 7 - FII	13	Standard	2673.15	2097.23	.00	.00	.00	160.39	4770.38	286.22	4770.38	4930.77	USD   
00170002     	130302	8	Group 8 - NAC	15	Standard Marketing Fund	2673.15	2097.23	.00	.00	.00	160.39	4770.38	95.41	4770.38	4930.77	USD   
00180002     	270102	7	Group 7 - FII	25	Standard	3091.64	17169.00	3.00	.00	42.88	232.66	20225.14	1213.51	20300.52	20493.30	USD   
00180002     	270102	7	Group 7 - FII	26	Exempt	21.82	.00	3.00	.00	.00	1.64	3.00	.00	18.82	23.46	USD   
00180002     	270102	8	Group 8 - NAC	29	Standard Marketing Fund	3091.64	17169.00	3.00	.00	42.88	232.66	20225.14	404.50	20300.52	20493.30	USD   
00180002     	270102	8	Group 8 - NAC	30	Exempt	21.82	.00	3.00	.00	.00	1.64	3.00	.00	18.82	23.46	USD   
00180003     	270101	11	Group 11 - FII	21	Standard	5132.85	1548.05	141.00	3.00	600.67	386.24	6405.64	384.34	7060.07	7067.14	USD   
00180003     	270101	11	Group 11 - FII	22	Exempt	2665.54	187.78	141.00	3.00	.00	200.58	144.00	.00	2685.32	3053.90	USD   
00180003     	270101	11	Group 11 - FII	35	Book of Business	.00	271.11	18.50	.00	.00	.00	271.11	8.13	252.61	271.11	USD   
00180003     	270101	12	Group 12 - NAC	27	Standard Marketing Fund	5132.85	1548.05	141.00	3.00	600.67	386.24	6405.64	128.11	7060.07	7067.14	USD   
00180003     	270101	12	Group 12 - NAC	28	Exempt	2665.54	187.78	141.00	3.00	.00	200.58	144.00	.00	2685.32	3053.90	USD   
00180003     	270101	12	Group 12 - NAC	36	Book of Business	.00	271.11	18.50	.00	.00	.00	271.11	2.71	252.61	271.11	USD   
00180004     	270103	15	Group 15 - FII	23	Standard	1579.30	.00	.00	.00	.00	118.84	350.00	21.00	1579.30	1698.14	USD   
00180004     	270103	16	Group 16 - NAC	31	Standard Marketing Fund	1579.30	.00	.00	.00	.00	118.84	350.00	7.00	1579.30	1698.14	USD   
00190002     	370602	7	Group 7 - FII	13	Standard	4275.12	849.25	260.00	.00	.00	355.26	4694.37	281.66	4894.37	5604.63	USD   
00190002     	370602	7	Group 7 - FII	14	Exempt	2550.55	405.00	260.00	.00	.00	211.94	260.00	.00	2695.55	3167.49	USD   
00190002     	370602	8	Group 8 - NAC	15	Standard Marketing Fund	4275.12	849.25	260.00	.00	.00	355.26	4694.37	93.89	4894.37	5604.63	USD   
00190002     	370602	8	Group 8 - NAC	16	Exempt	2550.55	405.00	260.00	.00	.00	211.94	260.00	.00	2695.55	3167.49	USD   
00200002     	180601 	7	Group 7 - FII	15	Standard	671.69	761.03	.00	.00	106.24	63.47	1432.72	85.96	1538.96	1496.19	USD   
00200002     	180601 	8	Group 8 - NAC	18	Standard Marketing Fund	671.69	761.03	.00	.00	106.24	63.47	1432.72	28.65	1538.96	1496.19	USD   
00220002     	390301	7	Group 7 - FII	13	Standard	135.00	41.50	.00	.00	.00	9.45	176.50	5.30	176.50	185.95	USD   
00220002     	390301	8	Group 8 - NAC	15	Standard Marketing Fund	135.00	41.50	.00	.00	.00	9.45	176.50	1.77	176.50	185.95	USD   
00240002     	175401	7	Group 7 - FII	16	Standard	2632.26	20.00	.00	.00	.00	197.43	2467.26	148.04	2652.26	2849.69	USD   
00240002     	175401	8	Group 8 - NAC	19	Standard Marketing Fund	2632.26	20.00	.00	.00	.00	197.43	2467.26	49.35	2652.26	2849.69	USD   
00250002     	175101	7	Group 7 - FII	13	Standard	289.03	.00	.00	.00	1.93	20.23	289.03	17.34	290.96	309.26	USD   
00250002     	175101	8	Group 8 - NAC	15	Standard Marketing Fund	289.03	.00	.00	.00	1.93	20.23	289.03	5.78	290.96	309.26	USD   
00270002     	290302	7	Group 7 - FII	22	Standard	352.34	400.70	.00	.00	.00	21.14	753.04	45.18	753.04	774.18	USD   
00270002     	290302	8	Group 8 - NAC	25	Standard Marketing Fund	352.34	400.70	.00	.00	.00	21.14	753.04	15.06	753.04	774.18	USD   
00270003     	290301	11	Group 11 - FII	19	Standard	2691.42	1543.15	.00	.00	.00	161.50	3860.57	231.63	4234.57	4396.07	USD   
00270003     	290301	12	Group 12 - NAC	28	Standard Marketing Fund	2691.42	1543.15	.00	.00	.00	161.50	3860.57	77.21	4234.57	4396.07	USD   
00280002     	371601	7	Group 7 - FII	15	Standard	8007.61	2361.22	.00	.00	2349.50	632.63	9606.83	576.41	12718.33	11001.46	USD   
00280002     	371601	7	Group 7 - FII	21	Book of Business	57.45	.00	.00	.00	.00	4.54	57.45	1.72	57.45	61.99	USD   
00280002     	371601	8	Group 8 - NAC	18	Standard Marketing Fund	8007.61	2361.22	.00	.00	2349.50	632.63	9606.83	192.14	12718.33	11001.46	USD   
00280002     	371601	8	Group 8 - NAC	22	Book of Business	57.45	.00	.00	.00	.00	4.54	57.45	.57	57.45	61.99	USD   
00290002     	320101 	7	Group 7 - FII	13	Standard	265.00	195.00	.00	.00	.00	23.19	460.00	27.60	460.00	483.19	USD   
