00130002     	222401	7	Group 7 - FII	19	Standard	1970.36	1255.23	.00	.00	.00	133.01	3137.59	188.26	3225.59	3358.60	USD   	20190601
00130002     	222401	8	Group 8 - NAC	21	Standard Marketing Fund	1970.36	1255.23	.00	.00	.00	133.01	3137.59	62.75	3225.59	3358.60	USD   	20190601
00140002     	170901	7	Group 7 - FII	13	Standard	4449.22	155548.34	.00	.00	246.08	311.44	159997.56	9599.85	160243.64	160309.00	USD   	20190601
00140002     	170901	8	Group 8 - NAC	15	Standard Marketing Fund	4449.22	155548.34	.00	.00	246.08	311.44	159997.56	3199.95	160243.64	160309.00	USD   	20190601
00150002     	160802	7	Group 7 - FII	15	Standard	10460.14	3393.99	.00	.00	1266.97	915.55	13854.13	831.25	15121.10	14769.68	USD   	20190601
00150002     	160802	8	Group 8 - NAC	18	Standard Marketing Fund	10460.14	3393.99	.00	.00	1266.97	915.55	13854.13	277.08	15121.10	14769.68	USD   	20190601
00160002     	10303	7	Group 7 - FII	17	Standard	2930.23	1656.54	.00	.00	72.16	234.45	4586.77	275.21	4658.93	4821.22	USD   	20190601
00160002     	10303	8	Group 8 - NAC	21	Standard Marketing Fund	2930.23	1656.54	.00	.00	72.16	234.45	4586.77	91.74	4658.93	4821.22	USD   	20190601
00170002     	130302	7	Group 7 - FII	13	Standard	4575.01	3328.67	.00	.00	.00	274.52	7903.68	474.22	7903.68	8178.20	USD   	20190601
00170002     	130302	8	Group 8 - NAC	15	Standard Marketing Fund	4575.01	3328.67	.00	.00	.00	274.52	7903.68	158.07	7903.68	8178.20	USD   	20190601
00180002     	270102	7	Group 7 - FII	25	Standard	8598.00	54.50	25.00	.00	.00	646.99	8624.00	517.44	8714.50	9386.49	USD   	20190601
00180002     	270102	7	Group 7 - FII	26	Exempt	146.76	25.50	25.00	.00	.00	11.04	25.00	.00	147.26	183.30	USD   	20190601
00180002     	270102	8	Group 8 - NAC	29	Standard Marketing Fund	8598.00	54.50	25.00	.00	.00	646.99	8624.00	172.48	8714.50	9386.49	USD   	20190601
00180002     	270102	8	Group 8 - NAC	30	Exempt	146.76	25.50	25.00	.00	.00	11.04	25.00	.00	147.26	183.30	USD   	20190601
00180003     	270101	11	Group 11 - FII	21	Standard	8405.75	2935.59	147.00	.00	.00	632.53	11194.34	671.66	11194.34	11973.87	USD   	20190601
00180003     	270101	11	Group 11 - FII	22	Exempt	3469.10	131.93	147.00	.00	.00	261.05	147.00	.00	3454.03	3862.08	USD   	20190601
00180003     	270101	11	Group 11 - FII	35	Book of Business	1302.49	2126.65	18.50	.00	.00	98.01	3429.14	102.87	3410.64	3527.15	USD   	20190601
00180003     	270101	12	Group 12 - NAC	27	Standard Marketing Fund	8405.75	2935.59	147.00	.00	.00	632.53	11194.34	223.89	11194.34	11973.87	USD   	20190601
00180003     	270101	12	Group 12 - NAC	28	Exempt	3469.10	131.93	147.00	.00	.00	261.05	147.00	.00	3454.03	3862.08	USD   	20190601
00180003     	270101	12	Group 12 - NAC	36	Book of Business	1302.49	2126.65	18.50	.00	.00	98.01	3429.14	34.29	3410.64	3527.15	USD   	20190601
00180004     	270103	15	Group 15 - FII	23	Standard	12183.55	1164.23	815.00	.00	.00	916.80	12532.78	751.97	12558.28	14290.08	USD   	20190601
00180004     	270103	15	Group 15 - FII	24	Exempt	11191.27	.00	815.00	.00	.00	842.14	815.00	.00	10376.27	12033.41	USD   	20190601
00180004     	270103	16	Group 16 - NAC	31	Standard Marketing Fund	12183.55	1164.23	815.00	.00	.00	916.80	12532.78	250.66	12558.28	14290.08	USD   	20190601
00180004     	270103	16	Group 16 - NAC	32	Exempt	11191.27	.00	815.00	.00	.00	842.14	815.00	.00	10376.27	12033.41	USD   	20190601
00190002     	370602	7	Group 7 - FII	13	Standard	9733.65	3639.62	195.00	.00	403.03	802.90	12518.27	751.10	13621.30	14251.17	USD   	20190601
00190002     	370602	7	Group 7 - FII	14	Exempt	2871.11	1294.86	195.00	.00	81.50	238.60	195.00	.00	4017.47	4404.57	USD   	20190601
00190002     	370602	8	Group 8 - NAC	15	Standard Marketing Fund	9733.65	3639.62	195.00	.00	403.03	802.90	12518.27	250.37	13621.30	14251.17	USD   	20190601
