00290002     	320101 	7	Group 7 - FII	13	Standard	.00	1016.28	.00	.00	.00	.00	1016.28	60.98	1016.28	1016.28	USD   	20190602
00290002     	320101 	8	Group 8 - NAC	15	Standard Marketing Fund	.00	1016.28	.00	.00	.00	.00	1016.28	20.33	1016.28	1016.28	USD   	20190602
00450002     	66601	7	Group 7 - FII	19	Standard	7877.86	2995.41	.00	.00	.00	807.47	10853.27	651.20	10873.27	11680.74	USD   	20190602
00450002     	66601	8	Group 8 - NAC	21	Standard Marketing Fund	7877.86	2995.41	.00	.00	.00	807.47	10853.27	217.07	10873.27	11680.74	USD   	20190602
00450003     	61001	11	Group 11 - FII	17	Standard	22488.64	8486.50	1450.00	.00	.00	2136.43	29521.14	1771.27	29527.14	33113.57	USD   	20190602
00450003     	61001	11	Group 11 - FII	18	Exempt	19743.61	8134.00	1450.00	.00	.00	1875.64	1450.00	.00	26427.61	29753.25	USD   	20190602
00450003     	61001	12	Group 12 - NAC	23	Standard Marketing Fund	22488.64	8486.50	1450.00	.00	.00	2136.43	29521.14	590.42	29527.14	33113.57	USD   	20190602
00450003     	61001	12	Group 12 - NAC	24	Exempt	19743.61	8134.00	1450.00	.00	.00	1875.64	1450.00	.00	26427.61	29753.25	USD   	20190602
00500002     	172401	7	Group 7 - FII	13	Standard	3550.46	1836.44	25.00	.00	.00	248.54	5361.90	321.71	5361.90	5635.44	USD   	20190602
00500002     	172401	7	Group 7 - FII	14	Exempt	174.31	25.00	25.00	.00	.00	12.19	25.00	.00	174.31	211.50	USD   	20190602
00500002     	172401	8	Group 8 - NAC	15	Standard Marketing Fund	3550.46	1836.44	25.00	.00	.00	248.54	5361.90	107.24	5361.90	5635.44	USD   	20190602
00500002     	172401	8	Group 8 - NAC	16	Exempt	174.31	25.00	25.00	.00	.00	12.19	25.00	.00	174.31	211.50	USD   	20190602
00640002     	174901	7	Group 7 - FII	13	Standard	.00	721.18	.00	.00	.00	.00	721.18	43.27	721.18	721.18	USD   	20190602
00640002     	174901	8	Group 8 - NAC	15	Standard Marketing Fund	.00	721.18	.00	.00	.00	.00	721.18	14.42	721.18	721.18	USD   	20190602
00780002     	190301	7	Group 7 - FII	13	Standard	669.40	.00	.00	.00	.00	46.86	669.40	40.16	669.40	716.26	USD   	20190602
