00130002     	222401	7	Group 7 - FII	19	Standard	20.00	.00	.00	.00	.00	1.35	20.00	1.20	20.00	21.35	USD   	20190531
00130002     	222401	8	Group 8 - NAC	21	Standard Marketing Fund	20.00	.00	.00	.00	.00	1.35	20.00	.40	20.00	21.35	USD   	20190531
00140002     	170901	7	Group 7 - FII	13	Standard	16840.87	6035.65	65.00	.00	194.15	1178.87	22541.51	1352.49	22960.67	24215.89	USD   	20190531
00140002     	170901	7	Group 7 - FII	14	Exempt	1742.20	.00	65.00	.00	.00	121.95	65.00	.00	1677.20	1864.15	USD   	20190531
00140002     	170901	8	Group 8 - NAC	15	Standard Marketing Fund	16840.87	6035.65	65.00	.00	194.15	1178.87	22541.51	450.83	22960.67	24215.89	USD   	20190531
00140002     	170901	8	Group 8 - NAC	16	Exempt	1742.20	.00	65.00	.00	.00	121.95	65.00	.00	1677.20	1864.15	USD   	20190531
00150002     	160802	7	Group 7 - FII	15	Standard	2949.39	368.66	.00	.00	57.17	262.49	3318.05	199.08	3375.22	3580.54	USD   	20190531
00150002     	160802	8	Group 8 - NAC	18	Standard Marketing Fund	2949.39	368.66	.00	.00	57.17	262.49	3318.05	66.36	3375.22	3580.54	USD   	20190531
00160002     	10303	7	Group 7 - FII	17	Standard	4146.80	996.89	15.75	.00	22.80	331.76	5127.94	307.68	5150.74	5475.45	USD   	20190531
00160002     	10303	7	Group 7 - FII	18	Exempt	205.24	15.75	15.75	.00	22.80	16.42	15.75	.00	228.04	237.41	USD   	20190531
00160002     	10303	8	Group 8 - NAC	21	Standard Marketing Fund	4146.80	996.89	15.75	.00	22.80	331.76	5127.94	102.56	5150.74	5475.45	USD   	20190531
00160002     	10303	8	Group 8 - NAC	22	Exempt	205.24	15.75	15.75	.00	22.80	16.42	15.75	.00	228.04	237.41	USD   	20190531
00170002     	130302	7	Group 7 - FII	13	Standard	3128.89	1056.43	35.00	.00	.00	187.74	4150.32	249.02	4150.32	4373.06	USD   	20190531
00170002     	130302	7	Group 7 - FII	14	Exempt	237.21	35.00	35.00	.00	.00	14.23	35.00	.00	237.21	286.44	USD   	20190531
00170002     	130302	8	Group 8 - NAC	15	Standard Marketing Fund	3128.89	1056.43	35.00	.00	.00	187.74	4150.32	83.01	4150.32	4373.06	USD   	20190531
00170002     	130302	8	Group 8 - NAC	16	Exempt	237.21	35.00	35.00	.00	.00	14.23	35.00	.00	237.21	286.44	USD   	20190531
00180002     	270102	7	Group 7 - FII	25	Standard	5206.42	7831.48	40.00	.00	3.50	387.84	12997.90	779.87	13088.40	13516.70	USD   	20190531
00180002     	270102	7	Group 7 - FII	26	Exempt	350.39	29.00	40.00	.00	.00	26.37	40.00	.00	339.39	405.76	USD   	20190531
